feature_name,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,pvalue
wavelet_HLH_glrlm_RunPercentage,0.9956¡À0.0024,0.9951¡À0.0031,0.9955¡À0.0018,0.9956¡À0.0014,0.9967¡À0.0015,0.9967¡À0.0010,0.9961¡À0.0017,0.015484518
log_sigma_2_0_mm_3D_firstorder_90Percentile,713.9852¡À178.9112,677.7397¡À167.9275,716.6232¡À172.2436,634.0476¡À96.7456,705.3106¡À188.9622,861.6633¡À195.9044,756.1192¡À190.6553,0.015750863
lbp_3D_k_glrlm_RunEntropy,2.3542¡À0.2288,2.4030¡À0.2360,2.4299¡À0.1794,2.1804¡À0.1484,2.2989¡À0.1102,2.3725¡À0.1563,2.2838¡À0.2672,0.015785327
log_sigma_5_0_mm_3D_glrlm_RunPercentage,0.9938¡À0.0029,0.9931¡À0.0034,0.9936¡À0.0025,0.9944¡À0.0025,0.9939¡À0.0028,0.9945¡À0.0020,0.9947¡À0.0026,0.015800351
wavelet_HLH_glrlm_ShortRunEmphasis,0.9967¡À0.0018,0.9963¡À0.0024,0.9966¡À0.0013,0.9967¡À0.0012,0.9975¡À0.0011,0.9975¡À0.0007,0.9971¡À0.0013,0.015898237
wavelet_HLH_glrlm_RunLengthNonUniformityNormalized,0.9914¡À0.0047,0.9902¡À0.0061,0.9910¡À0.0035,0.9914¡À0.0030,0.9934¡À0.0028,0.9934¡À0.0019,0.9923¡À0.0034,0.016391027
lbp_3D_k_glrlm_LongRunLowGrayLevelEmphasis,2.4249¡À0.6307,2.5967¡À0.7415,2.4896¡À0.5608,1.9478¡À0.5387,2.4033¡À0.4870,2.4021¡À0.4099,2.2476¡À0.4810,0.016481662
log_sigma_5_0_mm_3D_firstorder_RootMeanSquared,1295.0416¡À95.0120,1275.2590¡À80.9716,1311.7313¡À97.2079,1230.6745¡À84.1621,1298.6115¡À69.2803,1315.6032¡À85.1121,1330.8250¡À114.5798,0.016733902
log_sigma_5_0_mm_3D_glrlm_ShortRunEmphasis,0.9953¡À0.0022,0.9948¡À0.0026,0.9952¡À0.0019,0.9958¡À0.0020,0.9954¡À0.0021,0.9958¡À0.0015,0.9960¡À0.0020,0.01674302
wavelet_HLL_glszm_ZoneVariance,0.0433¡À0.0364,0.0529¡À0.0488,0.0414¡À0.0228,0.0440¡À0.0197,0.0349¡À0.0217,0.0276¡À0.0114,0.0352¡À0.0266,0.016899706
original_firstorder_RobustMeanAbsoluteDeviation,153.8932¡À45.4278,146.3708¡À43.4339,156.6053¡À33.3812,120.1775¡À31.1353,141.8507¡À65.1596,188.8696¡À21.9739,168.0169¡À49.5851,0.017220088
log_sigma_5_0_mm_3D_glrlm_RunLengthNonUniformityNormalized,0.9877¡À0.0058,0.9864¡À0.0067,0.9874¡À0.0049,0.9890¡À0.0052,0.9880¡À0.0055,0.9890¡À0.0039,0.9894¡À0.0052,0.017691516
log_sigma_1_0_mm_3D_firstorder_90Percentile,492.1344¡À145.2164,459.2205¡À136.0801,499.2251¡À129.7245,439.1038¡À89.6668,507.0347¡À166.6977,612.3533¡À152.8882,519.2748¡À158.5690,0.018281189
wavelet_LLH_glcm_Correlation,0.0429¡À0.1491,0.0971¡À0.1915,0.0038¡À0.0667,-0.0216¡À0.0392,0.0188¡À0.1152,-0.0077¡À0.0515,0.0175¡À0.1297,0.018573784
original_gldm_SmallDependenceEmphasis,0.5740¡À0.1874,0.6278¡À0.2276,0.5701¡À0.1893,0.5010¡À0.0724,0.5175¡À0.1955,0.5443¡À0.1074,0.5310¡À0.1274,0.018704114
original_firstorder_InterquartileRange,357.9679¡À106.7557,340.4968¡À101.5056,364.0185¡À77.1047,285.3044¡À75.3420,328.8022¡À147.3605,429.1910¡À54.8492,392.6191¡À122.1362,0.019115167
square_firstorder_InterquartileRange,26.5480¡À22.7633,21.3584¡À18.2581,32.5741¡À23.6936,14.2108¡À7.5553,19.9059¡À25.4538,33.8382¡À12.6702,34.9460¡À29.7226,0.019243285
squareroot_gldm_SmallDependenceEmphasis,0.5749¡À0.1872,0.6287¡À0.2268,0.5709¡À0.1899,0.5024¡À0.0713,0.5175¡À0.1955,0.5443¡À0.1074,0.5329¡À0.1287,0.019410374
logarithm_gldm_SmallDependenceEmphasis,0.5748¡À0.1872,0.6286¡À0.2268,0.5701¡À0.1895,0.5024¡À0.0713,0.5175¡À0.1955,0.5443¡À0.1074,0.5328¡À0.1287,0.019574287
lbp_3D_m1_glcm_Autocorrelation,8.2891¡À0.9560,8.1090¡À1.1642,8.2858¡À0.3633,8.0917¡À0.6342,8.1427¡À0.3708,8.5461¡À0.4286,8.6239¡À1.0686,0.01994768
logarithm_glszm_HighGrayLevelZoneEmphasis,3990282.4052¡À2859144.4387,3531340.6568¡À2384205.7516,3922595.3992¡À1881779.0935,2597816.6729¡À887336.4060,3394031.5998¡À1468819.2153,5801250.4600¡À1809228.7801,4860510.8904¡À4363948.0442,0.020629815
log_sigma_4_0_mm_3D_firstorder_Kurtosis,4.5831¡À1.7332,5.0405¡À2.2441,4.5249¡À1.4764,4.4328¡À1.0772,3.8614¡À1.1001,4.2460¡À1.1083,4.1828¡À1.1232,0.020713622
log_sigma_1_0_mm_3D_firstorder_Median,89.4237¡À44.6114,83.0199¡À40.1579,86.5453¡À36.8466,67.3569¡À28.8654,71.0907¡À41.4962,129.4784¡À56.3839,101.8257¡À49.6426,0.020811707
square_firstorder_RobustMeanAbsoluteDeviation,12.6543¡À10.2976,10.3559¡À8.4933,15.1884¡À10.5596,7.0338¡À3.9612,9.8391¡À13.1620,16.9238¡À5.5465,16.1526¡À12.9063,0.021222651
squareroot_glrlm_LongRunHighGrayLevelEmphasis,511523.0471¡À293306.8067,449569.3256¡À271211.2795,559691.2043¡À248979.2148,337915.6983¡À141703.3646,421046.0079¡À153633.3986,797921.5321¡À198197.5553,576736.3977¡À367767.9203,0.021278336
log_sigma_4_0_mm_3D_firstorder_90Percentile,615.4472¡À155.3860,589.4690¡À143.0910,628.5960¡À165.1356,500.4540¡À68.7726,599.0226¡À187.8109,701.6560¡À177.2680,665.0862¡À151.5396,0.022334627
original_gldm_LargeDependenceHighGrayLevelEmphasis,101030.8379¡À63895.9265,84528.3448¡À58429.7107,121261.3462¡À74263.8107,66446.3157¡À41756.7335,81653.8503¡À52352.5845,157885.2703¡À37161.3992,114662.9656¡À65950.8799,0.02254922
lbp_3D_m1_glszm_SizeZoneNonUniformityNormalized,0.2961¡À0.0900,0.3258¡À0.1044,0.2912¡À0.0727,0.2524¡À0.0697,0.2189¡À0.0581,0.2994¡À0.0860,0.2818¡À0.0684,0.022641715
logarithm_glrlm_LongRunHighGrayLevelEmphasis,4393603.9513¡À3183160.3530,3875499.8082¡À2692667.3377,4346228.4881¡À2148405.4715,2900992.6697¡À1070842.3268,3772442.9334¡À1614878.3608,6401476.6877¡À1996855.1479,5329372.0892¡À4819368.0493,0.022642765
square_glrlm_RunVariance,0.4508¡À0.4149,0.5600¡À0.4809,0.3910¡À0.4185,0.4399¡À0.1677,0.5226¡À0.2910,0.2219¡À0.2046,0.3564¡À0.3825,0.022655348
lbp_3D_m1_glrlm_ShortRunHighGrayLevelEmphasis,8.8822¡À1.0281,8.6851¡À1.1718,8.9538¡À0.4228,8.5241¡À0.9635,8.6498¡À0.2111,9.3187¡À0.3632,9.2147¡À1.2273,0.022961669
squareroot_glszm_HighGrayLevelZoneEmphasis,467998.2079¡À264670.5751,413949.0422¡À245960.4038,510106.6919¡À216343.2528,305738.2804¡À119687.8870,383953.7676¡À155142.6274,730222.9489¡À181624.0056,525759.2178¡À331317.3213,0.023315692
log_sigma_4_0_mm_3D_glrlm_LongRunEmphasis,1.0184¡À0.0082,1.0196¡À0.0093,1.0197¡À0.0066,1.0197¡À0.0058,1.0188¡À0.0116,1.0166¡À0.0057,1.0156¡À0.0068,0.023533901
original_glszm_ZonePercentage,0.7023¡À0.1312,0.7390¡À0.1607,0.6988¡À0.1331,0.6526¡À0.0481,0.6642¡À0.1364,0.6806¡À0.0729,0.6739¡À0.0875,0.02356616
log_sigma_1_0_mm_3D_firstorder_Mean,142.1498¡À52.5752,132.7292¡À49.1791,137.0750¡À43.5201,130.9186¡À27.8040,138.7644¡À53.8595,185.4016¡À70.7741,152.7134¡À58.1252,0.023736117
squareroot_glcm_Id,0.0546¡À0.0173,0.0504¡À0.0200,0.0539¡À0.0169,0.0622¡À0.0112,0.0556¡À0.0168,0.0552¡À0.0120,0.0596¡À0.0146,0.024247551
log_sigma_4_0_mm_3D_glrlm_ShortRunEmphasis,0.9954¡À0.0020,0.9952¡À0.0023,0.9951¡À0.0016,0.9951¡À0.0015,0.9953¡À0.0028,0.9959¡À0.0014,0.9961¡À0.0017,0.024289998
logarithm_glrlm_HighGrayLevelRunEmphasis,3975074.2303¡À2864740.0896,3525210.0692¡À2395756.7344,3924004.9498¡À1901045.1946,2582773.5803¡À928918.4212,3389190.5250¡À1471273.0594,5794663.2835¡À1834312.8653,4813177.6233¡À4365578.0109,0.024392735
squareroot_glszm_ZonePercentage,0.7033¡À0.1310,0.7399¡À0.1598,0.6996¡À0.1336,0.6544¡À0.0467,0.6642¡À0.1364,0.6806¡À0.0729,0.6758¡À0.0884,0.024646526
squareroot_glcm_Autocorrelation,404190.8115¡À256301.3803,350538.2739¡À237193.3256,449221.6091¡À204168.3561,252803.8310¡À118074.6122,322087.4101¡À147779.6132,656357.6529¡À197530.8364,458564.9562¡À321580.2860,0.024656768
log_sigma_4_0_mm_3D_glrlm_RunVariance,0.0061¡À0.0027,0.0065¡À0.0031,0.0066¡À0.0022,0.0065¡À0.0019,0.0062¡À0.0038,0.0055¡À0.0019,0.0052¡À0.0023,0.024704394
logarithm_gldm_HighGrayLevelEmphasis,3973316.9282¡À2865767.0355,3523794.4726¡À2396464.6038,3923868.8188¡À1903015.6024,2581378.5978¡À933373.0179,3389666.2987¡À1470432.5871,5794429.1129¡À1836209.0415,4808567.8662¡À4367438.4168,0.024712044
logarithm_glszm_ZonePercentage,0.7032¡À0.1310,0.7398¡À0.1599,0.6989¡À0.1333,0.6544¡À0.0467,0.6642¡À0.1364,0.6806¡À0.0729,0.6756¡À0.0884,0.024794958
squareroot_glrlm_HighGrayLevelRunEmphasis,463596.2643¡À264339.6205,410169.0273¡À244590.9146,505850.2153¡À215376.5040,301258.0518¡À122613.8846,380469.4923¡À152532.1811,723602.1106¡À183001.3569,520649.4455¡À333022.6815,0.024823406
squareroot_gldm_HighGrayLevelEmphasis,463154.3415¡À264373.7005,409719.8105¡À244499.3491,505448.0995¡À215307.6032,300773.3446¡À122846.3665,380265.2891¡À152218.9949,723011.9141¡À183169.7995,520187.7342¡À333318.0024,0.024869864
wavelet_HLH_glszm_ZoneVariance,0.0697¡À0.0490,0.0806¡À0.0668,0.0744¡À0.0332,0.0655¡À0.0222,0.0510¡À0.0252,0.0503¡À0.0213,0.0602¡À0.0326,0.024905157
logarithm_glrlm_ShortRunHighGrayLevelEmphasis,3872262.8362¡À2788760.5086,3439579.7549¡À2328141.7833,3820217.5552¡À1844740.0373,2506026.2071¡À895730.0871,3294600.1109¡À1439195.5967,5645278.2852¡À1797850.4190,4685480.3129¡À4253649.9716,0.025156172
log_sigma_4_0_mm_3D_glrlm_RunPercentage,0.9940¡À0.0026,0.9936¡À0.0030,0.9935¡À0.0021,0.9935¡À0.0019,0.9939¡À0.0037,0.9945¡À0.0019,0.9949¡À0.0022,0.025273627
log_sigma_4_0_mm_3D_glrlm_RunLengthNonUniformityNormalized,0.9880¡À0.0052,0.9873¡À0.0059,0.9871¡À0.0042,0.9871¡À0.0038,0.9878¡À0.0073,0.9892¡À0.0037,0.9898¡À0.0044,0.025909999
gradient_glcm_Correlation,0.2747¡À0.0920,0.2940¡À0.1020,0.2802¡À0.0386,0.2493¡À0.0976,0.2673¡À0.0656,0.3003¡À0.0305,0.2398¡À0.1078,0.026152768
squareroot_glrlm_ShortRunHighGrayLevelEmphasis,451801.4745¡À257560.1336,400506.6611¡À238578.1927,492605.0624¡À207736.1680,292370.3825¡À118046.8465,370437.0538¡À152539.7284,705256.8369¡À179861.4501,506772.8344¡À324575.2545,0.026243289
log_sigma_3_0_mm_3D_firstorder_90Percentile,626.8687¡À163.1595,601.3168¡À160.9973,635.5449¡À169.6948,505.0167¡À72.6504,623.1643¡À162.1489,717.3202¡À167.5339,676.0063¡À160.7663,0.026277624
square_glrlm_RunPercentage,0.8103¡À0.1051,0.7864¡À0.1057,0.8346¡À0.1049,0.7716¡À0.0619,0.7647¡À0.0907,0.8753¡À0.0706,0.8400¡À0.1122,0.026325549
wavelet_LHL_glcm_Idm,0.0135¡À0.0052,0.0142¡À0.0052,0.0132¡À0.0040,0.0171¡À0.0029,0.0166¡À0.0045,0.0091¡À0.0021,0.0119¡À0.0057,0.027248088
lbp_3D_m1_glszm_SmallAreaEmphasis,0.5279¡À0.1042,0.5605¡À0.1080,0.5304¡À0.0858,0.4769¡À0.0956,0.4095¡À0.1260,0.5462¡À0.0911,0.5129¡À0.0804,0.027483885
squareroot_gldm_LargeDependenceHighGrayLevelEmphasis,1452180.2961¡À988763.2128,1235200.6069¡À964681.2204,1603095.8113¡À1028614.5285,1069781.1575¡À567479.3436,1186706.3159¡À376469.4720,2304443.8587¡À601776.0827,1654821.7340¡À1145588.6688,0.027533185
log_sigma_2_0_mm_3D_gldm_DependenceVariance,0.1282¡À0.0779,0.1434¡À0.1064,0.1282¡À0.0288,0.1428¡À0.0570,0.1385¡À0.0486,0.0816¡À0.0374,0.1093¡À0.0531,0.027672899
log_sigma_2_0_mm_3D_glszm_ZoneVariance,0.0761¡À0.0519,0.0874¡À0.0722,0.0748¡À0.0197,0.0795¡À0.0245,0.0801¡À0.0311,0.0464¡À0.0224,0.0647¡À0.0357,0.028237504
lbp_3D_m1_glszm_ZoneEntropy,3.6403¡À0.4411,3.5291¡À0.4702,3.7765¡À0.2910,3.4859¡À0.4282,3.5132¡À0.5902,3.8200¡À0.3860,3.7701¡À0.3957,0.028377429
log_sigma_1_0_mm_3D_glcm_DifferenceAverage,44.3987¡À11.0410,42.0839¡À10.2660,45.2797¡À10.3052,38.9817¡À7.9523,44.9195¡À14.5505,55.2943¡À8.0068,45.9689¡À11.5401,0.028423899
logarithm_glcm_Autocorrelation,3477190.8264¡À2811775.2755,3029457.5554¡À2417019.7679,3488097.4459¡À1784626.3388,2128585.5134¡À969635.4240,2884078.0304¡À1619516.5228,5362578.4526¡À2051348.7252,4239028.7342¡À4188781.1628,0.02894104
wavelet_LLL_firstorder_Median,976.7034¡À776.1355,831.2430¡À725.6772,1082.0261¡À718.3998,580.9935¡À437.7197,718.8136¡À596.2902,1505.0901¡À612.8555,1188.4592¡À943.9732,0.029968837
logarithm_gldm_LargeDependenceLowGrayLevelEmphasis,0.0222¡À0.0409,0.0162¡À0.0162,0.0133¡À0.0195,0.0306¡À0.0421,0.0249¡À0.0231,0.0120¡À0.0074,0.0384¡À0.0745,0.030612345
lbp_3D_m1_gldm_SmallDependenceLowGrayLevelEmphasis,0.0374¡À0.0211,0.0447¡À0.0296,0.0303¡À0.0061,0.0373¡À0.0111,0.0261¡À0.0052,0.0293¡À0.0057,0.0351¡À0.0126,0.030809275
log_sigma_2_0_mm_3D_gldm_LargeDependenceEmphasis,1.3921¡À0.2116,1.4269¡À0.2788,1.3980¡À0.0913,1.4552¡À0.1280,1.4421¡À0.1496,1.2491¡À0.1163,1.3392¡À0.1659,0.031606548
squareroot_gldm_LargeDependenceLowGrayLevelEmphasis,0.0222¡À0.0409,0.0162¡À0.0162,0.0133¡À0.0195,0.0307¡À0.0421,0.0250¡À0.0231,0.0120¡À0.0074,0.0382¡À0.0745,0.031824279
lbp_3D_m2_glszm_SmallAreaEmphasis,0.4553¡À0.1131,0.4837¡À0.1202,0.4852¡À0.0860,0.3925¡À0.1076,0.3315¡À0.0890,0.4382¡À0.0947,0.4459¡À0.1023,0.032344742
square_glrlm_RunLengthNonUniformityNormalized,0.7225¡À0.1333,0.6951¡À0.1266,0.7591¡À0.1303,0.6468¡À0.0851,0.6549¡À0.1188,0.8036¡À0.0942,0.7629¡À0.1474,0.032934115
wavelet_LLH_glrlm_RunVariance,0.0031¡À0.0019,0.0034¡À0.0022,0.0034¡À0.0022,0.0030¡À0.0015,0.0029¡À0.0011,0.0023¡À0.0008,0.0026¡À0.0015,0.033133118
original_gldm_LargeDependenceLowGrayLevelEmphasis,0.0231¡À0.0415,0.0170¡À0.0163,0.0138¡À0.0203,0.0319¡À0.0435,0.0277¡À0.0235,0.0122¡À0.0074,0.0391¡À0.0755,0.033143573
wavelet_HLL_firstorder_90Percentile,819.6135¡À229.4726,756.0172¡À213.7853,902.5585¡À282.1665,750.6229¡À147.9781,751.7916¡À186.7897,975.9824¡À240.8908,866.5110¡À209.0971,0.033399718
log_sigma_2_0_mm_3D_glszm_LargeAreaEmphasis,1.2086¡À0.1157,1.2283¡À0.1519,1.2114¡À0.0524,1.2364¡À0.0583,1.2341¡À0.0826,1.1310¡À0.0628,1.1812¡À0.0950,0.033834057
wavelet_LLH_glrlm_LongRunEmphasis,1.0092¡À0.0056,1.0102¡À0.0065,1.0102¡À0.0066,1.0091¡À0.0045,1.0088¡À0.0032,1.0069¡À0.0024,1.0079¡À0.0044,0.034163488
log_sigma_3_0_mm_3D_glcm_Idm,0.0267¡À0.0079,0.0283¡À0.0088,0.0266¡À0.0064,0.0278¡À0.0042,0.0260¡À0.0087,0.0226¡À0.0036,0.0250¡À0.0085,0.035297839
log_sigma_1_0_mm_3D_glcm_InverseVariance,0.0322¡À0.0113,0.0342¡À0.0121,0.0309¡À0.0075,0.0376¡À0.0133,0.0351¡À0.0094,0.0254¡À0.0044,0.0292¡À0.0122,0.035569134
lbp_3D_m1_gldm_HighGrayLevelEmphasis,9.8896¡À1.0849,9.6966¡À1.2984,9.9625¡À0.4315,9.5478¡À0.8608,9.6269¡À0.3766,10.3461¡À0.4108,10.2112¡À1.2264,0.035651303
wavelet_LLL_glcm_Id,0.0288¡À0.0080,0.0299¡À0.0094,0.0294¡À0.0061,0.0305¡À0.0039,0.0308¡À0.0075,0.0242¡À0.0037,0.0266¡À0.0078,0.035701655
wavelet_LLH_glrlm_RunPercentage,0.9970¡À0.0018,0.9967¡À0.0021,0.9966¡À0.0022,0.9970¡À0.0015,0.9971¡À0.0011,0.9977¡À0.0008,0.9974¡À0.0015,0.035771283
log_sigma_2_0_mm_3D_firstorder_10Percentile,-65.4717¡À69.3901,-76.1498¡À64.0142,-78.6988¡À43.0465,-42.4285¡À90.5736,-74.7203¡À47.0191,-78.7005¡À62.8402,-38.8896¡À86.3643,0.036032825
wavelet_LLH_glrlm_ShortRunEmphasis,0.9977¡À0.0014,0.9975¡À0.0016,0.9974¡À0.0017,0.9977¡À0.0011,0.9978¡À0.0008,0.9983¡À0.0006,0.9980¡À0.0011,0.036484112
original_glcm_InverseVariance,0.0186¡À0.0090,0.0202¡À0.0087,0.0172¡À0.0071,0.0252¡À0.0152,0.0186¡À0.0062,0.0136¡À0.0047,0.0163¡À0.0087,0.037283912
wavelet_LLH_glrlm_RunLengthNonUniformityNormalized,0.9939¡À0.0036,0.9934¡À0.0042,0.9932¡À0.0044,0.9940¡À0.0030,0.9942¡À0.0021,0.9954¡À0.0016,0.9948¡À0.0029,0.037428495
log_sigma_1_0_mm_3D_firstorder_RootMeanSquared,1175.7904¡À63.3530,1165.2439¡À58.9102,1171.8663¡À55.3522,1156.8634¡À33.1522,1172.4089¡À70.6593,1231.0966¡À81.1581,1186.1876¡À68.7138,0.037856114
lbp_3D_m1_glcm_JointAverage,2.8812¡À0.1904,2.8463¡À0.2565,2.8868¡À0.0624,2.8521¡À0.1120,2.8583¡À0.0655,2.9289¡À0.0701,2.9380¡À0.1698,0.038408205
logarithm_gldm_LargeDependenceHighGrayLevelEmphasis,12735712.1388¡À10625101.0133,10969393.7938¡À10033350.8038,12714115.5823¡À8451969.9123,9443109.9103¡À4722538.2704,11126285.2226¡À5529951.0371,18959246.6074¡À5846339.0278,15329618.2419¡À14860421.8622,0.038501525
logarithm_glszm_LargeAreaLowGrayLevelEmphasis,0.0192¡À0.0287,0.0153¡À0.0143,0.0112¡À0.0139,0.0280¡À0.0312,0.0239¡À0.0180,0.0100¡À0.0053,0.0299¡À0.0501,0.039277746
exponential_firstorder_RootMeanSquared,1001.7272¡À0.9046,1001.5923¡À0.5264,1001.7704¡À0.6535,1001.3414¡À0.2419,1001.5837¡À0.8750,1001.8009¡À0.3791,1002.0682¡À1.5417,0.039495962
squareroot_glcm_JointAverage,593.3766¡À206.8981,547.1327¡À206.0087,643.0102¡À168.3932,481.3779¡À126.4371,548.1107¡À130.1723,795.8983¡À124.9038,624.9828¡À240.7468,0.039691686
log_sigma_3_0_mm_3D_gldm_DependenceVariance,0.1448¡À0.0750,0.1564¡À0.0946,0.1570¡À0.0487,0.1321¡À0.0268,0.1567¡À0.0785,0.1298¡À0.0440,0.1224¡À0.0651,0.040123193
lbp_3D_m2_glszm_ZoneEntropy,3.4019¡À0.4544,3.3376¡À0.5203,3.3842¡À0.2779,3.3122¡À0.4892,3.1182¡À0.4240,3.7481¡À0.2482,3.5230¡À0.4072,0.040307949
squareroot_glszm_LargeAreaLowGrayLevelEmphasis,0.0192¡À0.0287,0.0153¡À0.0143,0.0112¡À0.0139,0.0281¡À0.0312,0.0241¡À0.0180,0.0100¡À0.0053,0.0298¡À0.0502,0.040516501
original_glcm_Autocorrelation,26717.9725¡À15607.9697,22981.3247¡À14399.4657,32822.1396¡À13749.8882,15238.1275¡À8695.1866,21126.9540¡À14479.0932,42481.4701¡À10273.8519,29374.1272¡À17114.0193,0.041098615
log_sigma_1_0_mm_3D_firstorder_MeanAbsoluteDeviation,199.2260¡À50.0665,189.4127¡À45.4373,202.1747¡À46.6871,176.1417¡À34.6994,203.5577¡À64.3224,249.3776¡À47.2078,204.6184¡À52.8111,0.041339942
lbp_3D_m2_gldm_DependenceVariance,7.7402¡À2.4186,6.9681¡À2.7280,8.2312¡À1.9254,8.9623¡À2.8873,7.8894¡À2.5284,8.6134¡À1.3651,8.0581¡À1.9269,0.04170929
wavelet_LHL_glrlm_RunVariance,0.0027¡À0.0017,0.0030¡À0.0022,0.0026¡À0.0008,0.0032¡À0.0012,0.0036¡À0.0017,0.0018¡À0.0008,0.0022¡À0.0013,0.041727011
gradient_glcm_Idn,0.9025¡À0.0247,0.9065¡À0.0305,0.9097¡À0.0145,0.8907¡À0.0283,0.8977¡À0.0208,0.9025¡À0.0157,0.8959¡À0.0185,0.042234286
original_glszm_LargeAreaLowGrayLevelEmphasis,0.0199¡À0.0292,0.0159¡À0.0145,0.0117¡À0.0145,0.0296¡À0.0331,0.0262¡À0.0187,0.0102¡À0.0053,0.0305¡À0.0508,0.04275483
gradient_firstorder_90Percentile,541.9577¡À155.2520,512.6880¡À140.4590,545.3523¡À136.7956,480.3173¡À96.4681,573.9067¡À176.3526,656.6271¡À179.3629,564.9279¡À178.5427,0.042798235
logarithm_glcm_JointAverage,1690.8808¡À729.3351,1552.4335¡À734.4395,1763.4805¡À565.1138,1383.1464¡À406.6786,1610.1307¡À510.7482,2257.4531¡À474.3136,1823.9646¡À905.0202,0.043659324
lbp_3D_m1_glrlm_HighGrayLevelRunEmphasis,10.0333¡À1.0540,9.8537¡À1.2534,10.1152¡À0.4175,9.6564¡À0.8871,9.7915¡À0.3408,10.4954¡À0.3708,10.3295¡À1.2008,0.043666855
wavelet_HLH_glszm_LargeAreaEmphasis,1.1864¡À0.1151,1.2082¡À0.1540,1.1988¡À0.0844,1.1856¡À0.0593,1.1451¡À0.0686,1.1406¡À0.0477,1.1666¡À0.0824,0.043919925
squareroot_glszm_LargeAreaHighGrayLevelEmphasis,1195125.4797¡À812308.6227,1024629.8712¡À803639.3851,1355708.4535¡À901757.5586,838961.3484¡À415841.4248,989934.7744¡À321147.0509,1855926.7637¡À556436.0444,1345935.6585¡À892114.3048,0.043923745
logarithm_firstorder_RootMeanSquared,5879.0056¡À1628.5093,5709.0627¡À1543.7545,5799.4674¡À1153.9372,4865.1810¡À602.0386,5387.5672¡À1148.6488,6873.0282¡À1071.2281,6365.8368¡À2200.8837,0.044217127
original_glrlm_LongRunHighGrayLevelEmphasis,37135.4290¡À20800.3374,32624.4343¡À19152.2930,44063.5276¡À18735.4174,21551.8089¡À12054.1401,30107.5480¡À21133.1113,57046.9692¡À11286.7009,40969.4850¡À23231.7044,0.044317394
wavelet_HLL_firstorder_Kurtosis,10.7430¡À5.6023,11.5241¡À6.9805,11.8308¡À4.4547,11.0837¡À5.0409,8.9412¡À3.1425,10.6204¡À5.4863,9.1129¡À3.9872,0.044362833
exponential_firstorder_InterquartileRange,0.5366¡À0.2883,0.4663¡À0.2064,0.6362¡À0.3664,0.4173¡À0.1491,0.4952¡À0.3862,0.6107¡À0.1284,0.6180¡À0.3560,0.044773053
original_glszm_LargeAreaHighGrayLevelEmphasis,84311.4696¡À53640.9512,71223.9501¡À48618.2609,104077.2984¡À67419.3909,53220.6662¡À33090.6776,68329.9192¡À39166.1157,129830.0588¡À33196.7455,93857.2474¡À53432.2653,0.04503988
wavelet_HLH_gldm_DependenceVariance,0.1172¡À0.0710,0.1295¡À0.0937,0.1282¡À0.0524,0.1210¡À0.0513,0.0849¡À0.0368,0.0900¡À0.0329,0.1051¡À0.0505,0.045391149
logarithm_glrlm_RunLengthNonUniformityNormalized,0.9601¡À0.0150,0.9634¡À0.0191,0.9608¡À0.0144,0.9534¡À0.0080,0.9610¡À0.0149,0.9555¡À0.0065,0.9571¡À0.0087,0.045702531
wavelet_LHL_glrlm_LongRunEmphasis,1.0083¡À0.0053,1.0091¡À0.0068,1.0079¡À0.0024,1.0097¡À0.0037,1.0111¡À0.0052,1.0055¡À0.0024,1.0067¡À0.0039,0.046281158
original_glrlm_RunLengthNonUniformityNormalized,0.9598¡À0.0151,0.9632¡À0.0193,0.9607¡À0.0143,0.9523¡À0.0089,0.9610¡À0.0149,0.9555¡À0.0065,0.9568¡À0.0087,0.04628905
log_sigma_5_0_mm_3D_firstorder_InterquartileRange,417.2728¡À125.8072,394.2172¡À119.4288,424.2688¡À115.3020,362.0283¡À99.3584,409.9381¡À176.0365,541.9721¡À152.4839,432.9087¡À107.6071,0.046552358
wavelet_HLH_glcm_Imc1,-0.7736¡À0.0836,-0.7578¡À0.0896,-0.7438¡À0.0833,-0.8390¡À0.0438,-0.8155¡À0.0496,-0.7727¡À0.0631,-0.7889¡À0.0819,0.046575803
squareroot_glrlm_RunLengthNonUniformityNormalized,0.9601¡À0.0150,0.9634¡À0.0191,0.9609¡À0.0144,0.9534¡À0.0080,0.9610¡À0.0149,0.9555¡À0.0065,0.9571¡À0.0086,0.046717908
wavelet_LHL_glrlm_RunPercentage,0.9973¡À0.0017,0.9970¡À0.0022,0.9974¡À0.0008,0.9968¡À0.0012,0.9964¡À0.0017,0.9982¡À0.0008,0.9978¡À0.0013,0.04741583
gradient_glszm_ZoneVariance,0.6282¡À0.5167,0.7366¡À0.6591,0.6848¡À0.3674,0.4394¡À0.1679,0.5628¡À0.2636,0.4198¡À0.1718,0.5456¡À0.4848,0.047629633
wavelet_HLL_firstorder_Skewness,-1.7134¡À0.9052,-1.8005¡À0.9983,-1.9041¡À0.7560,-2.0883¡À0.6893,-1.3311¡À0.9877,-1.7734¡À0.6097,-1.4088¡À0.8832,0.048408722
logarithm_glszm_LargeAreaHighGrayLevelEmphasis,10380017.7483¡À8492639.3279,9029526.1310¡À8333932.9630,10601446.6663¡À7123747.9908,7259938.0734¡À3185232.1011,9156388.3410¡À4662614.4229,15040173.2192¡À5205061.7332,12422975.8350¡À11333177.9035,0.048536633
