feature_name,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,pvalue
wavelet_HHH_glrlm_ShortRunLowGrayLevelEmphasis,0.0065¡À0.0097,0.0080¡À0.0129,0.0031¡À0.0022,0.0086¡À0.0040,0.0070¡À0.0051,0.0026¡À0.0014,0.0063¡À0.0093,0.431826217
gradient_glcm_DifferenceVariance,1417.5649¡À875.5693,1344.8999¡À785.6711,1412.1791¡À741.4678,1220.5720¡À667.6728,1707.7704¡À1235.4724,1803.8770¡À962.4539,1407.5671¡À1032.6223,0.433374997
wavelet_HHH_gldm_LargeDependenceLowGrayLevelEmphasis,0.0064¡À0.0097,0.0080¡À0.0129,0.0031¡À0.0022,0.0086¡À0.0040,0.0070¡À0.0051,0.0026¡À0.0014,0.0063¡À0.0093,0.435625407
original_glrlm_GrayLevelNonUniformity,3.9839¡À1.8196,3.9797¡À2.0054,4.9982¡À2.2511,2.6581¡À0.5810,3.1865¡À0.9583,4.5515¡À1.1858,3.7820¡À1.3896,0.436137443
wavelet_HHH_gldm_LowGrayLevelEmphasis,0.0064¡À0.0096,0.0080¡À0.0129,0.0031¡À0.0022,0.0086¡À0.0040,0.0070¡À0.0051,0.0026¡À0.0014,0.0062¡À0.0093,0.436169119
wavelet_HLL_glszm_ZoneEntropy,7.3681¡À0.9679,7.2283¡À1.1319,7.8402¡À0.6142,6.6730¡À0.5837,7.0382¡À0.8301,8.0126¡À0.3727,7.4067¡À0.9020,0.436197125
wavelet_HHH_gldm_SmallDependenceLowGrayLevelEmphasis,0.0064¡À0.0096,0.0080¡À0.0129,0.0031¡À0.0022,0.0086¡À0.0040,0.0070¡À0.0051,0.0026¡À0.0014,0.0062¡À0.0093,0.436318117
original_gldm_GrayLevelVariance,5993.7485¡À3744.4528,5954.1977¡À3751.9955,6120.1662¡À3334.0898,3403.6284¡À2100.3842,5113.1068¡À5024.6039,7915.0963¡À2315.7216,6429.5997¡À4114.7356,0.436448962
square_glcm_ClusterShade,121577.3826¡À281113.6934,124534.5574¡À277317.2763,70984.4576¡À122190.1873,31193.5872¡À86301.9597,118461.4777¡À317861.3446,184510.3270¡À415453.1219,159004.6838¡À345191.0519,0.43656472
original_firstorder_Variance,149849.9438¡À93605.7624,148870.6629¡À93805.0667,152995.4825¡À83327.9612,85105.5895¡À52505.1065,127787.0775¡À125610.1752,197875.8214¡À57879.3297,160752.2895¡À102854.7840,0.436601004
square_firstorder_Kurtosis,60.2195¡À67.8856,67.7495¡À68.1582,70.6277¡À72.3147,24.2897¡À15.9434,34.5842¡À34.1024,51.4274¡À43.1044,61.3689¡À83.9933,0.436751369
log_sigma_3_0_mm_3D_glcm_Idmn,0.9724¡À0.0173,0.9736¡À0.0188,0.9767¡À0.0083,0.9655¡À0.0087,0.9600¡À0.0241,0.9793¡À0.0050,0.9708¡À0.0195,0.437534812
original_glszm_GrayLevelVariance,6299.3144¡À3945.8709,6259.4452¡À4012.6931,6502.3790¡À3463.9331,3487.6289¡À1647.1834,5130.6784¡À4792.7511,8377.9223¡À2663.3980,6784.9013¡À4400.5841,0.437591568
original_gldm_GrayLevelNonUniformity,4.1234¡À1.9006,4.1201¡À2.1079,5.1663¡À2.3572,2.7721¡À0.6069,3.2922¡À0.9815,4.7080¡À1.2274,3.9129¡À1.4372,0.437610361
original_glrlm_GrayLevelVariance,6020.0208¡À3759.1468,5982.8751¡À3775.5827,6148.6926¡À3341.9971,3416.0410¡À2068.0067,5114.4539¡À5008.0755,7953.0324¡À2335.7421,6457.8060¡À4131.8311,0.438965079
wavelet_LLL_glcm_SumSquares,46312.7820¡À23770.7930,45245.3060¡À22268.3507,45717.8240¡À22025.5504,37678.3232¡À15339.2354,46683.5350¡À36151.9464,59288.0750¡À24160.3131,47093.6258¡À25705.2987,0.439589469
wavelet_LHH_glszm_LargeAreaEmphasis,1.1616¡À0.1034,1.1651¡À0.1233,1.1658¡À0.0702,1.1956¡À0.1218,1.1670¡À0.0974,1.1228¡À0.0713,1.1530¡À0.0904,0.439796633
log_sigma_3_0_mm_3D_glszm_LargeAreaLowGrayLevelEmphasis,0.0068¡À0.0098,0.0084¡À0.0129,0.0034¡À0.0023,0.0093¡À0.0039,0.0076¡À0.0052,0.0027¡À0.0013,0.0067¡À0.0097,0.44062138
log_sigma_3_0_mm_3D_glszm_LowGrayLevelZoneEmphasis,0.0068¡À0.0098,0.0084¡À0.0129,0.0034¡À0.0023,0.0093¡À0.0039,0.0076¡À0.0052,0.0027¡À0.0013,0.0067¡À0.0097,0.441366837
lbp_3D_m1_glcm_InverseVariance,0.4748¡À0.0281,0.4738¡À0.0376,0.4719¡À0.0145,0.4694¡À0.0292,0.4839¡À0.0241,0.4730¡À0.0162,0.4783¡À0.0184,0.441494617
log_sigma_3_0_mm_3D_glszm_SmallAreaLowGrayLevelEmphasis,0.0068¡À0.0098,0.0084¡À0.0129,0.0034¡À0.0023,0.0093¡À0.0039,0.0076¡À0.0052,0.0027¡À0.0013,0.0067¡À0.0097,0.441508578
wavelet_HLH_firstorder_RootMeanSquared,1118.2286¡À95.3891,1102.6357¡À79.2480,1148.7515¡À118.6601,1095.4938¡À76.2768,1113.7536¡À72.6366,1182.5008¡À112.6491,1113.4587¡À103.5971,0.442295205
wavelet_LLH_glcm_MaximumProbability,0.0087¡À0.0175,0.0087¡À0.0119,0.0045¡À0.0028,0.0112¡À0.0046,0.0092¡À0.0055,0.0038¡À0.0017,0.0123¡À0.0322,0.445826725
wavelet_HHL_gldm_DependenceEntropy,7.2250¡À0.9495,7.1058¡À1.0966,7.6577¡À0.6027,6.4808¡À0.6316,6.8669¡À0.8626,7.9030¡À0.3585,7.2665¡À0.8769,0.445867506
lbp_3D_k_gldm_LargeDependenceLowGrayLevelEmphasis,83.7541¡À31.7005,79.0016¡À38.1424,95.4248¡À27.6093,66.5654¡À27.5336,93.1494¡À24.2402,90.4859¡À19.0549,84.9551¡À25.3421,0.447047004
squareroot_glszm_GrayLevelNonUniformityNormalized,0.0147¡À0.0102,0.0161¡À0.0125,0.0112¡À0.0033,0.0185¡À0.0053,0.0179¡À0.0074,0.0097¡À0.0019,0.0142¡À0.0112,0.447767228
wavelet_HHH_glszm_ZoneEntropy,7.0118¡À0.8666,6.9018¡À0.9987,7.4072¡À0.5470,6.3252¡À0.5401,6.7132¡À0.8078,7.6428¡À0.2803,7.0421¡À0.8116,0.448764166
logarithm_glszm_GrayLevelNonUniformityNormalized,0.0148¡À0.0102,0.0161¡À0.0125,0.0113¡À0.0033,0.0185¡À0.0052,0.0179¡À0.0074,0.0097¡À0.0019,0.0143¡À0.0112,0.449174703
log_sigma_4_0_mm_3D_firstorder_Entropy,6.8667¡À0.7708,6.7803¡À0.9290,7.1722¡À0.4765,6.3107¡À0.4790,6.5584¡À0.7177,7.4104¡À0.2391,6.9042¡À0.6657,0.449242123
lbp_3D_k_firstorder_RobustMeanAbsoluteDeviation,0.5082¡À0.0784,0.5175¡À0.0946,0.5045¡À0.0671,0.4972¡À0.0594,0.4930¡À0.0719,0.4925¡À0.0466,0.5071¡À0.0719,0.449949949
logarithm_glcm_InverseVariance,0.0024¡À0.0030,0.0020¡À0.0017,0.0035¡À0.0047,0.0011¡À0.0007,0.0012¡À0.0012,0.0023¡À0.0019,0.0029¡À0.0039,0.45050585
wavelet_HLL_gldm_DependenceEntropy,7.3758¡À0.9767,7.2390¡À1.1423,7.8502¡À0.6235,6.6668¡À0.5930,7.0354¡À0.8349,8.0197¡À0.3793,7.4148¡À0.9087,0.451273876
wavelet_HHL_glcm_Idn,0.9144¡À0.0298,0.9160¡À0.0348,0.9142¡À0.0227,0.9185¡À0.0292,0.9130¡À0.0312,0.9173¡À0.0173,0.9098¡À0.0293,0.45174158
wavelet_LLH_firstorder_RootMeanSquared,1269.5498¡À192.5687,1284.9896¡À216.3350,1283.9190¡À228.4088,1234.0407¡À171.5089,1190.6066¡À92.7396,1335.3911¡À162.5467,1245.8792¡À156.9410,0.45310404
wavelet_HLL_glszm_LargeAreaHighGrayLevelEmphasis,1568753.3769¡À1670630.9861,1596488.6256¡À2146544.9769,2038829.9573¡À1333804.1982,1440007.5958¡À1277016.5221,816251.1385¡À443281.3514,1755728.6991¡À921824.2272,1402468.3622¡À1391861.8262,0.453107596
log_sigma_3_0_mm_3D_firstorder_Minimum,-953.4290¡À493.3094,-1028.2849¡À511.4111,-919.7280¡À444.1324,-716.8837¡À352.9125,-734.0971¡À398.7703,-1201.4042¡À535.9647,-903.4052¡À512.0938,0.454357009
log_sigma_3_0_mm_3D_glrlm_LongRunLowGrayLevelEmphasis,0.0065¡À0.0097,0.0081¡À0.0128,0.0032¡À0.0022,0.0087¡À0.0038,0.0071¡À0.0051,0.0025¡À0.0012,0.0064¡À0.0097,0.454708089
log_sigma_3_0_mm_3D_glrlm_LowGrayLevelRunEmphasis,0.0065¡À0.0097,0.0081¡À0.0128,0.0032¡À0.0022,0.0087¡À0.0038,0.0071¡À0.0051,0.0025¡À0.0012,0.0064¡À0.0097,0.454865676
log_sigma_3_0_mm_3D_glrlm_ShortRunLowGrayLevelEmphasis,0.0065¡À0.0097,0.0081¡À0.0128,0.0032¡À0.0022,0.0087¡À0.0038,0.0071¡À0.0051,0.0025¡À0.0012,0.0064¡À0.0097,0.45490275
exponential_glszm_LargeAreaHighGrayLevelEmphasis,33659.9263¡À44695.8977,32488.4631¡À38074.9026,55536.9128¡À83159.7516,19633.3333¡À30898.2051,20071.8598¡À17316.9194,32688.3947¡À27171.0648,29749.5148¡À27839.0121,0.456815071
wavelet_HLL_glcm_ClusterProminence,187373186739.0374¡À489539673455.0986,217022281201.5884¡À697118623812.8921,215453931772.0428¡À248647046157.8113,219570833261.2095¡À350111695546.5594,48869328659.5676¡À46399390660.0216,204497196951.7743¡À329693631296.7918,140757568644.7933¡À292682770708.5963,0.458111626
wavelet_LHH_gldm_SmallDependenceEmphasis,0.9337¡À0.0366,0.9337¡À0.0424,0.9305¡À0.0261,0.9189¡À0.0422,0.9282¡À0.0401,0.9487¡À0.0252,0.9375¡À0.0320,0.458311855
log_sigma_3_0_mm_3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.0065¡À0.0097,0.0080¡À0.0128,0.0032¡À0.0022,0.0087¡À0.0038,0.0071¡À0.0051,0.0025¡À0.0012,0.0064¡À0.0097,0.459009326
exponential_glcm_Imc1,-0.0358¡À0.0384,-0.0377¡À0.0353,-0.0311¡À0.0298,-0.0131¡À0.0277,-0.0129¡À0.0238,-0.0582¡À0.0433,-0.0420¡À0.0477,0.459268694
lbp_3D_m2_glcm_SumSquares,0.8350¡À0.1337,0.8406¡À0.1757,0.8721¡À0.0664,0.7693¡À0.1227,0.8162¡À0.0696,0.8500¡À0.0920,0.8220¡À0.1050,0.459308405
lbp_3D_m2_glcm_Contrast,1.7124¡À0.2882,1.7242¡À0.3861,1.7878¡À0.1707,1.5930¡À0.2258,1.6680¡À0.1470,1.7265¡À0.1998,1.6873¡À0.2098,0.459821423
log_sigma_3_0_mm_3D_gldm_LowGrayLevelEmphasis,0.0065¡À0.0097,0.0080¡À0.0128,0.0032¡À0.0022,0.0087¡À0.0038,0.0071¡À0.0051,0.0025¡À0.0012,0.0064¡À0.0097,0.460585238
wavelet_LHH_glszm_ZoneVariance,0.0600¡À0.0435,0.0623¡À0.0533,0.0606¡À0.0276,0.0705¡À0.0512,0.0578¡À0.0338,0.0462¡À0.0307,0.0573¡À0.0377,0.460875662
log_sigma_3_0_mm_3D_gldm_SmallDependenceLowGrayLevelEmphasis,0.0065¡À0.0097,0.0080¡À0.0128,0.0032¡À0.0022,0.0087¡À0.0038,0.0071¡À0.0051,0.0025¡À0.0012,0.0064¡À0.0097,0.460884677
wavelet_LLH_glcm_JointEnergy,0.0068¡À0.0176,0.0069¡À0.0121,0.0027¡À0.0024,0.0085¡À0.0045,0.0065¡À0.0054,0.0022¡À0.0014,0.0104¡À0.0326,0.461139474
log_sigma_1_0_mm_3D_firstorder_Range,2078.8855¡À823.1583,2155.4510¡À860.8295,2278.4382¡À748.1709,1392.2622¡À475.2563,1753.4266¡À681.9178,2455.5193¡À573.9525,2002.1201¡À879.7799,0.461195609
log_sigma_4_0_mm_3D_glrlm_RunEntropy,6.8833¡À0.7756,6.7974¡À0.9350,7.1931¡À0.4781,6.3237¡À0.4832,6.5719¡À0.7184,7.4285¡À0.2374,6.9187¡À0.6709,0.462731393
wavelet_LLL_glcm_JointEnergy,0.0068¡À0.0176,0.0068¡À0.0121,0.0027¡À0.0024,0.0085¡À0.0045,0.0065¡À0.0054,0.0022¡À0.0014,0.0104¡À0.0326,0.462824754
exponential_glszm_ZoneEntropy,1.4796¡À1.0674,1.4698¡À1.0505,1.7469¡À1.0044,0.4539¡À0.6989,0.7250¡À1.2276,1.9108¡À0.6127,1.7139¡À1.0655,0.463077407
wavelet_LHL_glcm_JointEnergy,0.0068¡À0.0176,0.0069¡À0.0122,0.0027¡À0.0025,0.0085¡À0.0046,0.0065¡À0.0054,0.0022¡À0.0014,0.0104¡À0.0326,0.46407918
wavelet_LHH_glcm_JointEnergy,0.0068¡À0.0176,0.0069¡À0.0121,0.0027¡À0.0025,0.0086¡À0.0045,0.0066¡À0.0054,0.0022¡À0.0014,0.0104¡À0.0325,0.464751562
wavelet_LLL_firstorder_MeanAbsoluteDeviation,901.5122¡À231.9635,891.3127¡À222.9415,899.9130¡À243.5423,817.7668¡À127.8844,879.0969¡À360.5056,1056.7018¡À224.5798,904.1563¡À222.1467,0.465417589
log_sigma_5_0_mm_3D_glcm_JointEnergy,0.0069¡À0.0177,0.0069¡À0.0122,0.0028¡À0.0025,0.0086¡À0.0046,0.0066¡À0.0054,0.0022¡À0.0014,0.0104¡À0.0325,0.465730571
wavelet_HLH_glcm_JointEnergy,0.0069¡À0.0176,0.0069¡À0.0121,0.0027¡À0.0025,0.0086¡À0.0046,0.0066¡À0.0055,0.0022¡À0.0014,0.0104¡À0.0325,0.465745968
wavelet_HHH_gldm_DependenceEntropy,7.0398¡À0.8797,6.9299¡À1.0158,7.4447¡À0.5483,6.3395¡À0.5477,6.7386¡À0.8143,7.6699¡À0.2938,7.0688¡À0.8244,0.465984008
log_sigma_4_0_mm_3D_glcm_JointEnergy,0.0069¡À0.0177,0.0069¡À0.0122,0.0028¡À0.0025,0.0087¡À0.0047,0.0066¡À0.0054,0.0022¡À0.0014,0.0104¡À0.0325,0.466650728
lbp_3D_k_glszm_SmallAreaHighGrayLevelEmphasis,1.4039¡À1.2900,1.4056¡À1.3447,2.0144¡À1.5885,0.9296¡À1.2257,0.7224¡À0.8030,1.2266¡À0.7377,1.3913¡À1.1446,0.468488306
wavelet_HLL_glcm_JointEnergy,0.0068¡À0.0177,0.0069¡À0.0122,0.0027¡À0.0024,0.0085¡À0.0046,0.0065¡À0.0054,0.0022¡À0.0014,0.0104¡À0.0326,0.468614326
wavelet_HHL_glcm_JointEnergy,0.0068¡À0.0177,0.0069¡À0.0122,0.0027¡À0.0025,0.0086¡À0.0046,0.0066¡À0.0055,0.0022¡À0.0014,0.0104¡À0.0326,0.47037969
lbp_3D_k_glcm_Correlation,0.0772¡À0.0606,0.0851¡À0.0740,0.0690¡À0.0445,0.0562¡À0.0718,0.0951¡À0.0566,0.0695¡À0.0271,0.0729¡À0.0484,0.470581912
log_sigma_4_0_mm_3D_firstorder_MeanAbsoluteDeviation,239.9123¡À63.6714,238.5557¡À61.7341,237.2108¡À62.3732,213.0863¡À42.3955,229.1907¡À92.4603,282.5382¡À68.0677,242.0755¡À61.6656,0.470582108
wavelet_LHH_gldm_LargeDependenceEmphasis,1.3046¡À0.1883,1.3092¡À0.2222,1.3131¡À0.1235,1.3729¡À0.2298,1.3099¡À0.1769,1.2365¡À0.1385,1.2895¡À0.1668,0.47164874
lbp_3D_m1_glszm_HighGrayLevelZoneEmphasis,13.0274¡À2.1825,12.9131¡À2.5264,13.3608¡À1.7496,11.2837¡À2.6143,13.1636¡À0.5467,14.3608¡À1.9887,13.0957¡À1.7241,0.471796194
wavelet_HHL_glszm_SmallAreaEmphasis,0.9717¡À0.0165,0.9712¡À0.0209,0.9724¡À0.0114,0.9650¡À0.0123,0.9673¡À0.0128,0.9779¡À0.0089,0.9735¡À0.0143,0.472166934
log_sigma_3_0_mm_3D_glcm_JointEnergy,0.0069¡À0.0177,0.0070¡À0.0122,0.0027¡À0.0024,0.0086¡À0.0046,0.0066¡À0.0054,0.0022¡À0.0014,0.0104¡À0.0325,0.472186988
wavelet_LLH_firstorder_InterquartileRange,600.5486¡À300.7338,637.0674¡À402.0013,597.5887¡À227.3100,512.4614¡À164.8981,432.6851¡À154.5174,726.2809¡À216.3169,574.1488¡À188.2169,0.472255912
wavelet_LLH_firstorder_MeanAbsoluteDeviation,473.7628¡À196.5119,486.2228¡À227.0377,503.9081¡À211.4337,426.5241¡À161.9900,349.9464¡À112.8468,595.8250¡À169.8807,443.4650¡À141.5520,0.472383444
wavelet_HHH_glcm_JointEnergy,0.0069¡À0.0177,0.0070¡À0.0122,0.0028¡À0.0025,0.0086¡À0.0046,0.0066¡À0.0055,0.0022¡À0.0014,0.0104¡À0.0325,0.472399953
wavelet_HLH_firstorder_MeanAbsoluteDeviation,306.2361¡À111.7238,293.7145¡À109.4528,332.0165¡À143.7795,266.0075¡À72.7028,283.3709¡À75.7347,392.9185¡À123.7815,302.8255¡À97.1012,0.473265214
wavelet_LLL_glcm_Correlation,0.2843¡À0.1188,0.2929¡À0.1316,0.3043¡À0.0688,0.2634¡À0.0818,0.1950¡À0.1103,0.3162¡À0.0425,0.2777¡À0.1415,0.473496813
square_glrlm_GrayLevelNonUniformityNormalized,0.1846¡À0.1172,0.1956¡À0.0854,0.1441¡À0.0864,0.2474¡À0.0919,0.2592¡À0.1316,0.1151¡À0.0630,0.1737¡À0.1704,0.473736016
lbp_3D_k_firstorder_Uniformity,0.5203¡À0.0238,0.5197¡À0.0213,0.5170¡À0.0241,0.5185¡À0.0377,0.5234¡À0.0213,0.5221¡À0.0168,0.5227¡À0.0267,0.474549877
wavelet_LHL_glszm_LargeAreaHighGrayLevelEmphasis,884668.5969¡À1012618.5991,974946.7073¡À1290357.3975,1021742.8970¡À901021.4498,353513.3513¡À602552.1032,425741.3379¡À654500.1127,1474631.8423¡À519094.9131,747559.2469¡À686593.7006,0.475688583
original_glcm_Id,0.0853¡À0.0190,0.0835¡À0.0218,0.0815¡À0.0159,0.1004¡À0.0164,0.0897¡À0.0210,0.0784¡À0.0128,0.0870¡À0.0157,0.476803545
logarithm_firstorder_Energy,13479659873.6677¡À12085544749.5803,12549454729.9203¡À10351993622.9629,17738641000.8971¡À14476568485.1691,3663422782.7620¡À2279554316.9886,6942841445.4085¡À5944570621.4645,22477319933.9793¡À11435190707.3959,14350396303.7172¡À13705448985.7122,0.477375687
lbp_3D_m1_firstorder_Maximum,21.5438¡À0.3991,21.5262¡À0.4753,21.6603¡À0.0000,21.0873¡À0.7925,21.5958¡À0.1823,21.6030¡À0.1719,21.6069¡À0.1598,0.47750691
original_shape_Maximum3DDiameter,46.4821¡À17.2378,46.0476¡À14.2213,49.4217¡À20.4403,36.2976¡À6.1378,36.9218¡À9.2291,49.9881¡À4.3975,50.0153¡À23.7206,0.477547316
log_sigma_2_0_mm_3D_glcm_JointEnergy,0.0069¡À0.0177,0.0070¡À0.0125,0.0027¡À0.0025,0.0086¡À0.0046,0.0066¡À0.0054,0.0022¡À0.0014,0.0104¡À0.0325,0.477726367
wavelet_HHL_glszm_ZonePercentage,0.9613¡À0.0220,0.9608¡À0.0276,0.9617¡À0.0163,0.9540¡À0.0138,0.9529¡À0.0181,0.9696¡À0.0122,0.9640¡À0.0193,0.478455224
original_gldm_DependenceNonUniformity,187.5900¡À122.0280,190.6451¡À125.6381,251.9955¡À130.3854,72.3773¡À44.6742,125.6591¡À81.1572,235.3671¡À103.4078,178.1386¡À112.1102,0.479012869
squareroot_firstorder_Energy,2354358547.6232¡À2137389844.5901,2134281139.5362¡À1823211756.0408,3228138789.2586¡À2634792831.2576,656237722.8277¡À448122510.2982,1308241079.9148¡À1491323391.2871,4178534196.6609¡À2230200995.4077,2410789310.9599¡À2199323127.3222,0.479276981
wavelet_HHL_gldm_LargeDependenceLowGrayLevelEmphasis,0.0066¡À0.0097,0.0081¡À0.0129,0.0032¡À0.0023,0.0086¡À0.0041,0.0070¡À0.0050,0.0025¡À0.0012,0.0066¡À0.0092,0.479710476
log_sigma_1_0_mm_3D_glcm_JointEnergy,0.0070¡À0.0177,0.0071¡À0.0123,0.0028¡À0.0025,0.0087¡À0.0047,0.0067¡À0.0056,0.0022¡À0.0014,0.0105¡À0.0325,0.480212509
lbp_3D_m1_gldm_LargeDependenceEmphasis,31.2987¡À9.0185,29.4758¡À11.2865,34.0625¡À6.6950,32.9410¡À7.6829,33.9773¡À7.3912,32.6672¡À3.2552,30.9574¡À7.5657,0.481133932
wavelet_LHH_glcm_Correlation,-0.0406¡À0.0517,-0.0457¡À0.0581,-0.0369¡À0.0181,-0.0407¡À0.0440,-0.0268¡À0.0262,-0.0459¡À0.0121,-0.0362¡À0.0687,0.481975868
original_glszm_GrayLevelNonUniformityNormalized,0.0149¡À0.0102,0.0162¡À0.0125,0.0113¡À0.0032,0.0192¡À0.0067,0.0179¡À0.0074,0.0097¡À0.0019,0.0145¡À0.0111,0.482615405
wavelet_HHH_glcm_Idn,0.9114¡À0.0300,0.9122¡À0.0349,0.9171¡À0.0191,0.9086¡À0.0315,0.9051¡À0.0312,0.9175¡À0.0186,0.9073¡À0.0299,0.48399286
wavelet_HHL_gldm_SmallDependenceEmphasis,0.9438¡À0.0316,0.9432¡À0.0397,0.9444¡À0.0229,0.9321¡À0.0213,0.9330¡À0.0243,0.9558¡À0.0175,0.9475¡À0.0280,0.485270575
log_sigma_4_0_mm_3D_firstorder_Maximum,956.8301¡À270.5240,943.7429¡À286.8553,1041.3652¡À302.1858,686.0112¡À166.5089,861.8799¡À286.6671,1106.0729¡À185.1229,987.9330¡À202.6219,0.485999635
wavelet_LHH_glszm_ZonePercentage,0.9538¡À0.0262,0.9537¡À0.0305,0.9517¡À0.0186,0.9441¡À0.0303,0.9506¡À0.0278,0.9643¡À0.0183,0.9562¡À0.0233,0.486586039
wavelet_LHH_glcm_MaximumProbability,0.0093¡À0.0175,0.0093¡À0.0120,0.0048¡À0.0036,0.0128¡À0.0053,0.0097¡À0.0052,0.0038¡À0.0015,0.0127¡À0.0322,0.487106444
original_glszm_SizeZoneNonUniformity,136.2815¡À103.7432,138.8708¡À103.4486,186.5766¡À117.7170,45.9244¡À23.2413,96.0005¡À95.3886,166.4606¡À74.1342,128.6533¡À102.3429,0.48739782
squareroot_glcm_Idn,0.8733¡À0.0322,0.8700¡À0.0345,0.8864¡À0.0263,0.8540¡À0.0177,0.8557¡À0.0245,0.8865¡À0.0334,0.8772¡À0.0323,0.487569341
squareroot_gldm_DependenceNonUniformity,188.0059¡À122.2138,190.8790¡À125.6323,252.5931¡À131.0299,72.8361¡À44.1702,125.6591¡À81.1572,235.3671¡À103.4078,178.9796¡À112.5628,0.488793782
log_sigma_3_0_mm_3D_glszm_ZoneEntropy,6.9728¡À0.8139,6.8727¡À0.9849,7.3264¡À0.4918,6.3867¡À0.5090,6.7251¡À0.6819,7.5257¡À0.2565,6.9922¡À0.7200,0.489227664
logarithm_gldm_DependenceNonUniformity,187.9189¡À122.1904,190.8603¡À125.6122,252.1714¡À131.0894,72.8361¡À44.1702,125.6591¡À81.1572,235.3671¡À103.4078,178.9162¡À112.6056,0.489572096
lbp_3D_k_glcm_ClusterShade,0.0999¡À0.0791,0.1016¡À0.0943,0.1010¡À0.0583,0.0361¡À0.1123,0.0998¡À0.0777,0.0943¡À0.0472,0.1177¡À0.0486,0.489938827
wavelet_LLL_glcm_MaximumProbability,0.0082¡À0.0175,0.0083¡À0.0119,0.0040¡À0.0027,0.0103¡À0.0042,0.0084¡À0.0053,0.0032¡À0.0013,0.0116¡À0.0323,0.491164279
lbp_3D_m2_glszm_LargeAreaHighGrayLevelEmphasis,15586.6226¡À17824.8271,16039.7052¡À18174.4459,22676.6366¡À22568.5543,3005.1352¡À2210.8344,7889.9479¡À7146.7497,25911.9678¡À24134.0055,12983.6667¡À12887.7399,0.491305296
lbp_3D_m2_glcm_ClusterTendency,1.6277¡À0.2656,1.6383¡À0.3416,1.7006¡À0.1165,1.4842¡À0.2762,1.5967¡À0.1506,1.6733¡À0.1727,1.6009¡À0.2210,0.491536168
gradient_firstorder_MeanAbsoluteDeviation,169.6496¡À47.0133,166.2075¡À42.7287,167.5221¡À46.2962,161.8053¡À34.9853,184.0531¡À67.5645,198.5483¡À52.3530,166.4705¡À49.8016,0.491795813
lbp_3D_k_glcm_JointEnergy,0.2797¡À0.0335,0.2797¡À0.0303,0.2708¡À0.0253,0.2851¡À0.0478,0.2853¡À0.0184,0.2687¡À0.0122,0.2856¡À0.0445,0.494766452
log_sigma_4_0_mm_3D_glcm_SumSquares,3495.2179¡À1927.6398,3448.0447¡À1808.3319,3474.9815¡À1762.2442,2599.6754¡À1056.6747,3358.2061¡À2608.2554,4550.4542¡À2093.9770,3578.0454¡À2167.7122,0.495745926
wavelet_HLH_firstorder_10Percentile,-473.1795¡À189.7231,-453.2256¡À196.0523,-507.1794¡À216.2561,-421.8573¡À149.8508,-430.3185¡À131.0809,-640.8335¡À260.4419,-461.0278¡À136.5512,0.496598312
wavelet_LLL_firstorder_Entropy,7.5470¡À1.0438,7.4288¡À1.2224,8.0074¡À0.6580,6.7669¡À0.6080,7.1156¡À0.8850,8.2401¡À0.4208,7.5952¡À0.9831,0.497507152
wavelet_LHH_firstorder_10Percentile,-583.7397¡À281.9391,-611.0899¡À302.8469,-628.5196¡À285.5691,-440.3957¡À151.4248,-355.0968¡À199.7138,-770.3965¡À264.1410,-556.8775¡À252.2254,0.498270058
log_sigma_5_0_mm_3D_firstorder_Maximum,879.7708¡À237.0260,870.5579¡À246.0435,949.1246¡À264.8378,637.9342¡À91.1605,808.3205¡À273.4746,992.5497¡À215.7294,909.9791¡À180.8098,0.498547807
log_sigma_4_0_mm_3D_glcm_DifferenceVariance,1951.2786¡À1165.5633,1892.2067¡À1104.6382,1945.1753¡À1066.9440,1615.1001¡À643.5148,2037.4013¡À1408.2471,2485.0225¡À1314.2487,1972.0540¡À1362.4729,0.498997426
lbp_3D_m2_glrlm_GrayLevelVariance,0.8714¡À0.1215,0.8788¡À0.1568,0.8920¡À0.0670,0.8255¡À0.1047,0.8511¡À0.0766,0.8767¡À0.0882,0.8635¡À0.1041,0.499933473
lbp_3D_m1_glszm_GrayLevelVariance,2.3243¡À0.4804,2.3378¡À0.5852,2.4817¡À0.3383,2.0528¡À0.3538,2.2331¡À0.3605,2.4257¡À0.3672,2.2760¡À0.4305,0.500016163
wavelet_LLL_gldm_LargeDependenceLowGrayLevelEmphasis,0.0071¡À0.0104,0.0084¡À0.0132,0.0046¡À0.0071,0.0088¡À0.0039,0.0070¡À0.0051,0.0025¡À0.0013,0.0072¡À0.0106,0.50097032
wavelet_HHL_firstorder_MeanAbsoluteDeviation,376.2686¡À127.7032,369.2906¡À125.1076,408.0692¡À134.9079,266.5893¡À101.2081,334.6499¡À128.7817,485.2195¡À86.4092,379.1718¡À119.9303,0.501538578
lbp_3D_m2_glcm_JointAverage,2.7175¡À0.1953,2.7090¡À0.2824,2.7198¡À0.0701,2.6913¡À0.1071,2.6656¡À0.0725,2.7703¡À0.0670,2.7367¡À0.1288,0.501863682
wavelet_LLL_glrlm_RunEntropy,7.5506¡À1.0452,7.4328¡À1.2242,8.0118¡À0.6597,6.7698¡À0.6093,7.1188¡À0.8862,8.2428¡À0.4220,7.5979¡À0.9839,0.502099465
